,id,Mistral-instruct_A_vote,Mistral-instruct_A_for_prob,Mistral-instruct_A_against_prob,Mistral-instruct_H_vote,Mistral-instruct_H_for_prob,Mistral-instruct_H_against_prob,Mistral-instruct_Sp_vote,Mistral-instruct_Sp_for_prob,Mistral-instruct_Sp_against_prob,Mistral-instruct_FrP_vote,Mistral-instruct_FrP_for_prob,Mistral-instruct_FrP_against_prob,Mistral-instruct_KrF_vote,Mistral-instruct_KrF_for_prob,Mistral-instruct_KrF_against_prob,Mistral-instruct_MDG_vote,Mistral-instruct_MDG_for_prob,Mistral-instruct_MDG_against_prob,Mistral-instruct_SV_vote,Mistral-instruct_SV_for_prob,Mistral-instruct_SV_against_prob,Mistral-instruct_V_vote,Mistral-instruct_V_for_prob,Mistral-instruct_V_against_prob,Mistral-instruct_R_vote,Mistral-instruct_R_for_prob,Mistral-instruct_R_against_prob
0,1143124,against,0.0,0.576133020222187,against,0.04747387021780014,0.6688895225524902,against,0.0,0.6228058785200119,against,0.0,0.6576500535011292,against,0.0,0.48479659110307693,against,0.10332529991865158,0.3869585394859314,against,0.0,0.494764544069767,against,0.0,0.5908246636390686,against,0.0,0.536773681640625
1,1143313,against,0.0,0.6922528892755508,against,0.045017655938863754,0.7808098495006561,against,0.0,0.7252414226531982,against,0.0,0.7717699408531189,against,0.08477698266506195,0.5238576531410217,against,0.09574516117572784,0.5765711739659309,against,0.060964349657297134,0.5826206505298615,against,0.0,0.7133202999830246,against,0.0,0.7042728066444397
2,1143416,against,0.0,0.9323049811646342,against,0.0,0.9551636837422848,against,0.0,0.9491173811256886,against,0.0,0.9647795110940933,against,0.0,0.8847942799329758,against,0.0,0.9053633213043213,against,0.0,0.91075798869133,against,0.0,0.9399825315922499,against,0.0,0.9396588318049908
3,1143517,against,0.08005350828170776,0.6362266093492508,against,0.09562647342681885,0.6973759531974792,against,0.050513871014118195,0.7320619076490402,against,0.0,0.7847471386194229,against,0.1960441917181015,0.4141409248113632,against,0.25137950479984283,0.3710075616836548,against,0.0,0.6082048043608665,against,0.20173479616641998,0.5711182206869125,against,0.07611433416604996,0.6324499547481537
4,1143522,against,0.0,0.45172495394945145,against,0.0,0.549594447016716,against,0.0,0.5405795872211456,against,0.0,0.569567397236824,basedon,0.0,0.3828609883785248,blank,0.0,0.40346748381853104,against,0.0,0.46422775834798813,against,0.0,0.4808429926633835,blank,0.0,0.39991481602191925
5,1143618,blank,0.0,0.2338528148829937,against,0.1684010624885559,0.24039101600646973,blank,0.0,0.2989133968949318,blank,0.0,0.3012229651212692,blank,0.05512941628694534,0.1252104490995407,blank,0.11629778891801834,0.09978631883859634,blank,0.0,0.17940472066402435,blank,0.05574085935950279,0.15151937305927277,blank,0.0,0.18031662330031395
6,1143719,against,0.11814393848180771,0.33409903943538666,against,0.16170227527618408,0.3548291474580765,against,0.0,0.36862747371196747,against,0.0,0.41393187642097473,basedon,0.13387998938560486,0.14703840017318726,for,0.18810947239398956,0.1571713536977768,against,0.0,0.38870497047901154,against,0.1352219432592392,0.3207352012395859,against,0.0,0.3370538055896759
7,1143820,against,0.0,0.697957307100296,against,0.0,0.7887101620435715,against,0.0,0.7209189534187317,against,0.0,0.7389459758996964,against,0.0,0.5997878760099411,against,0.0,0.597202405333519,against,0.0,0.6360237747430801,against,0.0,0.6972704380750656,blank,0.0,0.6199371963739395
8,1143921,against,0.0,0.6955832839012146,against,0.0,0.7077169865369797,against,0.0,0.6898805797100067,against,0.0,0.7313625663518906,against,0.0,0.5302655100822449,against,0.0,0.752984955906868,against,0.0,0.6706109195947647,against,0.0,0.5962076410651207,against,0.0,0.6538013070821762
9,114465,against,0.0,0.4942362532019615,against,0.06694097071886063,0.5799800455570221,blank,0.0,0.5341972559690475,against,0.0,0.5520236045122147,blank,0.055769436061382294,0.3057888373732567,blank,0.13389982283115387,0.3116758093237877,against,0.0,0.5650155618786812,against,0.055251698940992355,0.5055361390113831,blank,0.0,0.4294539764523506
10,114474,blank,0.0,0.4031054154038429,against,0.0,0.5542155653238297,blank,0.0,0.4352676346898079,blank,0.0,0.5283195823431015,basedon,0.0,0.27368690073490143,blank,0.0,0.38687044382095337,against,0.0,0.322935551404953,against,0.0,0.4223480448126793,blank,0.0,0.33417222276329994
11,114481,against,0.0,0.5343127623200417,against,0.06693216413259506,0.6157837510108948,against,0.0,0.558798685669899,against,0.0,0.6457795351743698,against,0.0,0.48627621680498123,against,0.08297476172447205,0.4272483289241791,against,0.0,0.6070897430181503,against,0.0,0.5256632417440414,against,0.0,0.4896656647324562
12,114482,against,0.0,0.5738471522927284,against,0.0,0.6962710246443748,against,0.0,0.5578874051570892,against,0.0,0.6034962311387062,against,0.0,0.444640651345253,against,0.0,0.4065643921494484,against,0.0,0.4394594430923462,against,0.0,0.5702867060899734,against,0.0,0.4534398019313812
13,114483,against,0.0,0.5206499099731445,against,0.0,0.6598902940750122,blank,0.0,0.5323521047830582,against,0.0,0.5982549339532852,against,0.0,0.5385977625846863,against,0.0,0.4751710295677185,against,0.0,0.5212190598249435,against,0.0,0.49048447608947754,against,0.0,0.4700920283794403
14,114613,against,0.0,0.5576228052377701,against,0.0,0.7034103274345398,blank,0.0,0.588355228304863,blank,0.0,0.636219434440136,blank,0.0,0.3982471227645874,blank,0.0,0.47663478553295135,blank,0.0,0.4754891023039818,against,0.0,0.5460934638977051,blank,0.0,0.44714972376823425
15,114622,blank,0.0,0.3126714304089546,against,0.0,0.4929981827735901,blank,0.0,0.3416658863425255,blank,0.0,0.43817272782325745,blank,0.0,0.22769073396921158,blank,0.0,0.26635536178946495,against,0.0,0.31609901040792465,against,0.0,0.26865651458501816,blank,0.0,0.22344601526856422
16,114631,against,0.0,0.8785147368907928,against,0.0,0.939271554350853,against,0.0,0.934255251660943,against,0.0,0.9392663482576609,against,0.0,0.828585758805275,against,0.0,0.8625846803188324,against,0.0,0.8662192672491074,against,0.0,0.8916640914976597,against,0.0,0.8863219041377306
17,114640,blank,0.0,0.3229318782687187,against,0.0677226260304451,0.39364126324653625,blank,0.0,0.38151542842388153,blank,0.0,0.39887139946222305,blank,0.0,0.24686641991138458,blank,0.14794530719518661,0.12481820583343506,blank,0.0,0.3214790150523186,blank,0.058137040585279465,0.29327861219644547,blank,0.0,0.252776637673378
18,114722,against,0.0,0.589258536696434,against,0.0,0.8053213134407997,against,0.0,0.6406439803540707,against,0.0,0.707946889102459,blank,0.0,0.4243706986308098,against,0.0,0.5351582430303097,blank,0.0,0.48051223158836365,against,0.0,0.6874616295099258,blank,0.0,0.48694461211562157
19,114733,against,0.0,0.534154623746872,against,0.0,0.7656223848462105,against,0.0,0.6328384801745415,against,0.0,0.6676988378167152,blank,0.0,0.2942090779542923,blank,0.0,0.44242528080940247,blank,0.0,0.3613448590040207,against,0.0,0.6624731495976448,blank,0.0,0.4056949242949486
20,114741,against,0.0,0.5327604338526726,against,0.0,0.6447557210922241,against,0.0,0.5510973185300827,against,0.0,0.6443743109703064,against,0.0,0.375450499355793,against,0.0,0.49507810920476913,against,0.0,0.5267961397767067,against,0.0,0.506111316382885,against,0.0,0.5486612915992737
21,114750,blank,0.20582787692546844,0.16660596430301666,blank,0.41044052690267563,0.18481861054897308,blank,0.0681343674659729,0.2131851762533188,blank,0.10934793576598167,0.21741275489330292,blank,0.2013048455119133,0.14821694791316986,blank,0.34495809674263,0.0921006053686142,blank,0.08475719392299652,0.27147039771080017,blank,0.3527388274669647,0.1386767476797104,blank,0.1539297178387642,0.14327439665794373
22,114805,against,0.05406435951590538,0.7195144146680832,against,0.05702713131904602,0.7577529102563858,against,0.0,0.7658858001232147,against,0.037001755088567734,0.7690580487251282,against,0.06904927641153336,0.6403869241476059,against,0.06693120300769806,0.6866055279970169,against,0.0,0.7483689486980438,against,0.0525001585483551,0.7126381546258926,against,0.0,0.7407978773117065
23,114806,against,0.0,0.4456450417637825,against,0.0,0.5606065839529037,blank,0.0,0.4519517868757248,against,0.0,0.5047669559717178,basedon,0.0,0.3054146319627762,blank,0.0,0.36157095432281494,basedon,0.0,0.3719738647341728,against,0.0,0.4435464069247246,blank,0.0,0.3807772919535637
24,114807,against,0.0,0.8133326172828674,against,0.0,0.8937691245228052,against,0.0,0.8001057952642441,against,0.0,0.8859709426760674,against,0.0,0.7647857144474983,against,0.0,0.7357763797044754,against,0.0,0.7724698781967163,against,0.0,0.8156581670045853,against,0.0,0.7990973144769669
25,114808,against,0.0,0.4757196754217148,against,0.0,0.5075965523719788,against,0.0,0.48622576892375946,against,0.0,0.4918457865715027,basedon,0.0,0.27834538370370865,against,0.0,0.36705756932497025,against,0.0,0.37293943762779236,against,0.0,0.42078398168087006,against,0.0,0.4407820552587509
26,114812,against,0.0,0.5943313091993332,against,0.06630891561508179,0.6619430184364319,against,0.0,0.6282552182674408,against,0.0,0.6791757941246033,against,0.06972863525152206,0.4086811691522598,against,0.0,0.49113792181015015,against,0.0,0.5818692147731781,against,0.0,0.6069822758436203,against,0.0,0.5739307850599289
27,114813,against,0.0,0.5167060866951942,against,0.0,0.6602893173694611,against,0.0,0.5204722285270691,against,0.0,0.6306770071387291,against,0.0,0.3719468414783478,against,0.0,0.48134348541498184,against,0.0,0.5461223721504211,against,0.0,0.5217226147651672,against,0.0,0.44945908337831497
28,114814,basedon,0.0,0.2355441153049469,basedon,0.0,0.3973323032259941,blank,0.0,0.28593697398900986,blank,0.0,0.40473534911870956,blank,0.0,0.10534065961837769,blank,0.0,0.21191372722387314,basedon,0.0,0.18315844237804413,basedon,0.0,0.2175944820046425,blank,0.0,0.2180401086807251
29,114821,against,0.13401207327842712,0.65467968583107,against,0.12094363942742348,0.7286068350076675,against,0.10298122838139534,0.6976635307073593,against,0.03915499895811081,0.7679757177829742,against,0.15411066263914108,0.6306216716766357,against,0.18631340563297272,0.6044554710388184,against,0.0563836432993412,0.7114813327789307,against,0.1343386247754097,0.681098684668541,against,0.035900235176086426,0.7284675985574722
30,114848,against,0.0,0.5070682242512703,against,0.0,0.6079853251576424,blank,0.0,0.5293435454368591,against,0.0,0.5833890289068222,against,0.0,0.3501393273472786,blank,0.08142238110303879,0.34870658814907074,against,0.0,0.47073090076446533,against,0.0,0.5170701742172241,blank,0.0,0.4490310624241829
31,114849,blank,0.0,0.08087604120373726,blank,0.0,0.14181382209062576,blank,0.0,0.059678561985492706,blank,0.0,0.08402383327484131,blank,0.0,0.030739542096853256,blank,0.0,0.03399185091257095,blank,0.0,0.03873087838292122,blank,0.0,0.07564576715230942,blank,0.0,0.0484711118042469
32,114854,against,0.0,0.651418574154377,against,0.0,0.8120630010962486,againstif,0.0,0.6907754428684711,against,0.0,0.7172677367925644,againstif,0.0,0.5661197006702423,againstif,0.0,0.5234766453504562,againstif,0.0,0.6635868847370148,against,0.0,0.7018048502504826,againstif,0.0,0.5585885345935822
33,114863,blank,0.0,0.0829828679561615,blank,0.0,0.1954519785940647,blank,0.0,0.060097306966781616,blank,0.0,0.06716787815093994,blank,0.0,0.05811581388115883,blank,0.0,0.04426216334104538,blank,0.0,0.062492214143276215,blank,0.0,0.07532721757888794,blank,0.0,0.04720587655901909
34,114865,blank,0.0,0.1367390900850296,blank,0.0,0.26825400441884995,blank,0.0,0.14425531774759293,blank,0.0,0.19100001081824303,blank,0.0,0.09685146808624268,blank,0.0,0.09760522842407227,blank,0.0,0.11061179637908936,blank,0.0,0.1290353238582611,blank,0.0,0.0756908431649208
